,orig_index,f_form,def_form,voltage,vol_p_f,per_exp,grav_cap,grav_e_den,vol_e_den,f_transfer,f_cost_p_kg,def_cost_p_kg,f_cost_p_mol,def_cost_p_mol,cost_p_mol_f,log10_cost_p_mol_f,f_id,def_id,f_spacegroup,def_spacegroup,f_e_hull,def_e_hull,f_bandgap,def_bandgap,f_barrier,def_barrier,direct,products,type
1,7,Ca5P3O12F,Ca5(PO4)3,-0.92,270.47,-0.53,53.15,-48.81,-151.11,1.0,1.54,1.52,0.77,0.74,0.77,-0.11,mp-6473,mp-1182052,Spacegroup object (176),Spacegroup object (176),0.00,0.04,5.51,0.00,1.08,-,Yes,Ca5P3O12F,Complete
2,21,TbSF,TbS,0.42,49.83,16.40,127.63,53.67,375.54,1.0,498.19,547.55,104.61,104.58,104.61,2.02,mp-10930,mp-1610,Spacegroup object (129),Spacegroup object (225),0.00,0.00,1.26,0.00,0.70,-,Yes,TbSF,Complete
3,27,YSF,YS,0.47,49.61,16.62,191.48,90.23,422.76,1.0,19.98,22.81,2.80,2.76,2.80,0.45,mp-10086,mp-1534,Spacegroup object (129),Spacegroup object (225),0.00,0.00,1.31,0.00,1.42,-,Yes,YSF,Complete
4,31,ReO3F,ReO3,3.48,80.12,46.43,105.85,367.87,1930.56,1.0,2707.94,2927.44,685.66,685.62,685.66,2.84,mp-573051,mp-190,Spacegroup object (13),Spacegroup object (221),0.00,0.00,3.01,0.00,2.69,-,Yes,ReO3F,Complete
5,49,CeOF,CeO,0.08,46.06,48.66,153.05,12.81,80.85,1.0,3.95,4.19,0.69,0.65,0.69,-0.16,mp-755007,mp-10688,Spacegroup object (166),Spacegroup object (225),0.00,0.00,0.00,0.00,0.72,-,Yes,CeOF,Complete
6,50,PrSF,PrS,0.47,55.90,14.15,139.61,66.26,377.86,1.0,75.82,83.92,14.55,14.52,14.55,1.16,mp-3992,mp-2495,Spacegroup object (129),Spacegroup object (225),0.00,0.00,1.25,0.00,-,-,Yes,PrSF,Complete
7,61,PrOF,PrO,-0.43,46.80,40.94,152.36,-65.73,-410.26,1.0,82.74,92.51,14.55,14.52,14.55,1.16,mp-769173,mp-11344,Spacegroup object (166),Spacegroup object (225),0.00,0.07,4.44,0.00,1.36,-,Yes,PrOF,Complete
8,73,LaOF,LaO,-0.49,49.03,42.99,154.12,-76.09,-448.15,1.0,4.11,4.36,0.71,0.68,0.71,-0.15,mp-7100,mp-1206710,Spacegroup object (129),Spacegroup object (225),0.00,0.02,4.57,0.00,0.24,-,Yes,LaOF,Complete
9,75,P3Pb5O12F,P3Pb5O12,0.64,326.01,2.44,20.00,12.86,87.80,1.0,1.78,1.78,2.39,2.35,2.39,0.38,mp-21554,mp-1210217,Spacegroup object (176),Spacegroup object (176),0.00,0.05,3.69,0.00,0.45,-,Yes,P3Pb5O12F,Complete
10,92,NdSF,NdS,0.48,54.63,14.71,137.23,65.69,389.94,1.0,42.68,47.06,8.34,8.30,8.34,0.92,mp-5760,mp-1748,Spacegroup object (129),Spacegroup object (225),0.00,0.00,1.24,0.00,0.77,-,Yes,NdSF,Complete
11,95,Rh(OF3)2,RhO2,4.49,23.22,328.34,646.09,2899.01,8599.13,6.0,60778.08,112132.18,15127.34,15127.11,2521.22,3.40,mp-19790,mp-725,Spacegroup object (2),Spacegroup object (136),0.00,0.00,0.00,0.00,-,-,Yes,Rh(OF3)2,Complete
12,97,CeSF,CeS,0.75,54.66,19.15,140.19,105.84,614.73,1.0,3.62,3.80,0.69,0.65,0.69,-0.16,mp-4973,mp-1096,Spacegroup object (129),Spacegroup object (225),0.00,0.00,0.00,0.00,0.01,-,Yes,CeSF,Complete
13,99,SmSF,SmS,0.46,52.56,15.28,133.06,61.47,391.23,1.0,10.58,11.47,2.13,2.09,2.13,0.33,mp-3931,mp-1269,Spacegroup object (129),Spacegroup object (225),0.00,0.00,1.23,0.00,0.76,-,Yes,SmSF,Complete
14,104,Ca10Si6F,Ca5Si3,-0.56,429.68,-0.51,45.56,-25.71,-58.45,1.0,2.11,2.11,1.24,0.60,1.24,0.09,mp-1227429,mp-793,Spacegroup object (121),Spacegroup object (140),0.00,0.00,0.00,0.00,-,-,Yes,Ca10Si6F,Complete
15,110,TlSnF3,TlSn,1.91,34.02,72.12,211.54,403.91,2497.70,3.0,2264.59,2663.72,860.74,860.63,286.91,2.46,mp-676130,mp-2556,Spacegroup object (9),Spacegroup object (123),0.00,0.05,2.82,0.00,-,-,Yes,TlSnF3,Complete
16,119,LaSF,LaS,0.44,57.67,13.73,141.08,61.64,337.19,1.0,3.76,3.96,0.71,0.68,0.71,-0.15,mp-5394,mp-2350,Spacegroup object (129),Spacegroup object (225),0.00,0.00,1.49,0.00,1.45,-,Yes,LaSF,Complete
17,121,ZrNF,ZrN,1.35,39.28,59.59,215.74,291.31,1529.76,1.0,26.98,31.49,3.35,3.31,3.35,0.53,mp-1207386,mp-1352,Spacegroup object (14),Spacegroup object (225),0.00,0.00,2.06,0.00,1.96,-,Yes,ZrNF,Complete
18,133,BaAlGeF,BaAlGe,0.04,91.12,5.27,104.71,3.83,17.84,1.0,278.04,300.17,71.16,71.13,71.16,1.85,mp-1078453,mp-13272,Spacegroup object (129),Spacegroup object (187),0.00,0.00,0.00,0.00,2.41,-,Yes,BaAlGeF,Complete
19,149,LaSeF,LaSe,0.42,64.21,13.07,113.15,47.74,292.45,1.0,10.14,10.85,2.40,2.36,2.40,0.38,mp-7738,mp-1161,Spacegroup object (194),Spacegroup object (225),0.00,0.00,1.73,0.00,0.72,-,Yes,LaSeF,Complete
20,173,Ca2NF,Ca2N,-0.56,63.94,-11.60,236.84,-133.46,-392.22,1.0,1.97,1.96,0.22,0.18,0.22,-0.65,mp-685352,mp-2686,Spacegroup object (8),Spacegroup object (166),0.00,0.00,1.21,0.00,-,-,Yes,Ca2NF,Complete
21,185,V3Pb5O12F,V3Pb5O12,1.05,346.67,0.12,19.15,20.15,135.11,1.0,41.49,42.03,58.07,58.04,58.07,1.76,mp-1207903,mp-1208438,Spacegroup object (176),Spacegroup object (176),0.00,0.04,3.00,0.00,3.98,-,Yes,V3Pb5O12F,Complete
22,203,ScOF,ScO,-0.03,35.37,57.36,335.21,-9.68,-36.32,1.0,1945.98,2551.87,155.59,155.55,155.59,2.19,mp-4661,mp-644481,Spacegroup object (14),Spacegroup object (225),0.00,0.07,4.48,0.00,4.10,-,Yes,ScOF,Complete
23,209,TmSeF,TmSe,0.23,62.67,36.89,100.42,22.97,162.42,1.0,1905.38,2051.25,508.53,508.49,508.53,2.71,mp-1207668,mp-2822,Spacegroup object (194),Spacegroup object (225),0.00,0.00,1.87,0.00,3.82,-,Yes,TmSeF,Complete
24,213,ThNF,ThN,0.04,47.73,37.69,101.12,4.18,38.55,1.0,251.41,270.67,66.64,66.60,66.64,1.82,mp-8226,mp-834,Spacegroup object (166),Spacegroup object (225),0.00,0.00,2.26,0.00,1.52,-,Yes,ThNF,Complete
25,220,ReO2F3,ReO2,2.96,34.54,221.47,292.17,866.24,3819.77,3.0,2491.76,3142.08,685.73,685.62,228.58,2.36,mp-555704,mp-7228,Spacegroup object (64),Spacegroup object (60),0.00,0.00,3.22,0.00,-,-,Yes,ReO2F3,Complete
26,231,Nb2O2F3,NbO,1.78,31.52,83.31,292.59,520.31,2510.50,3.0,50.06,62.64,13.76,6.82,4.59,0.66,mp-1103656,mp-2311,Spacegroup object (15),Spacegroup object (221),0.00,0.00,0.00,0.00,-,-,Yes,Nb2O2F3,Complete
27,239,Sr2FeO3F,Sr2FeO3,1.02,100.64,8.18,89.91,91.59,450.50,1.0,4.11,4.26,1.23,1.19,1.23,0.09,mp-1218828,mp-1071505,Spacegroup object (107),Spacegroup object (71),0.00,0.00,0.72,0.00,0.31,-,Yes,Sr2FeO3F,Complete
28,241,Ca5V3O12F,Ca5V3O12,0.61,296.69,1.86,47.50,28.90,91.25,1.0,100.07,103.48,56.46,56.42,56.46,1.75,mp-556759,mp-1214210,Spacegroup object (2),Spacegroup object (62),0.00,0.01,3.87,0.00,-,-,Yes,Ca5V3O12F,Complete
29,263,Ca6Al7O16F,Ca6Al7O16,-0.22,440.08,-0.64,38.05,-8.28,-22.00,1.0,1.37,1.35,0.96,0.93,0.96,-0.02,mp-1227337,mp-721592,Spacegroup object (122),Spacegroup object (220),0.00,0.00,3.88,0.00,-,-,Yes,Ca6Al7O16F,Complete
30,265,Gd2CF2,Gd2C,-0.08,39.56,12.03,147.06,-12.21,-93.43,2.0,24.89,27.55,9.07,9.00,4.54,0.66,mp-8301,mp-1224869,Spacegroup object (164),Spacegroup object (166),0.00,0.00,0.73,0.00,-,-,Yes,Gd2CF2,Complete
31,277,Ho2CF2,Ho2C,-0.21,36.88,9.31,141.11,-29.14,-249.17,2.0,49.79,55.10,18.91,18.84,9.46,0.98,mp-9006,mp-1640,Spacegroup object (164),Spacegroup object (166),0.00,0.00,1.14,0.00,0.09,-,Yes,Ho2CF2,Complete
32,280,Sr2NF,Sr2N,-0.33,78.76,-12.45,128.70,-42.75,-187.70,1.0,5.75,6.12,1.20,1.16,1.20,0.08,mp-531195,mp-1245,Spacegroup object (63),Spacegroup object (166),0.00,0.00,1.30,0.00,4.60,-,Yes,Sr2NF,Complete
33,283,GdSF,GdS,0.61,51.26,17.47,128.66,78.51,529.75,1.0,21.79,23.77,4.54,4.50,4.54,0.66,mp-3799,mp-510402,Spacegroup object (129),Spacegroup object (225),0.00,0.00,0.00,0.00,0.39,-,Yes,GdSF,Complete
34,317,LuSF,LuS,0.29,56.26,44.15,118.57,34.95,233.16,1.0,497.92,543.43,112.54,112.51,112.54,2.05,mp-555850,mp-656,Spacegroup object (166),Spacegroup object (225),0.01,0.00,2.61,0.00,0.64,-,Yes,LuSF,Complete
35,436,Rb2UF7,Rb2UF6,2.53,220.48,32.04,49.45,125.07,510.48,1.0,4933.65,5112.82,2673.81,2673.77,2673.81,3.43,mp-1209543,mp-13595,Spacegroup object (14),Spacegroup object (63),0.00,0.00,1.36,0.00,-,0.77,Yes,Rb2UF7,Partial
36,461,LiAgF4,LiAgF3,4.35,79.87,21.43,140.47,611.00,2423.78,1.0,298.38,331.15,56.93,56.89,56.93,1.76,mp-765559,mp-752699,Spacegroup object (15),Spacegroup object (65),0.00,0.05,1.13,0.00,-0.03,-,Yes,LiAgF4,Partial
37,463,LiBiF6,LiBiF5,4.25,114.21,4.43,81.24,344.94,1654.58,1.0,6.48,6.75,2.14,2.10,2.14,0.33,mp-27419,mp-752483,Spacegroup object (148),Spacegroup object (82),0.00,0.07,2.54,0.00,1.72,1.72,Yes,LiBiF6,Partial
38,469,NaTiF4,Na2Ti2F7,0.43,165.39,10.29,91.25,39.30,115.89,0.5,5.23,5.45,0.77,1.50,1.54,0.19,mp-27264,mp-1120828,Spacegroup object (60),Spacegroup object (15),0.00,0.05,0.20,0.00,-9.19,-,Yes,NaTiF4,Partial
39,481,Li2CuF6,Li2CuF5,5.49,97.45,10.33,140.02,769.17,2508.82,1.0,9.24,10.04,1.77,1.73,1.77,0.25,mp-759169,mp-762326,Spacegroup object (136),Spacegroup object (2),0.00,0.01,0.00,0.00,-,-,Yes,Li2CuF6,Partial
40,486,Rb3TiF7,Rb3TiF6,0.89,207.92,2.84,61.29,54.85,191.54,1.0,9090.87,9503.71,3975.07,3975.03,3975.07,3.60,mp-12245,mp-1113820,Spacegroup object (127),Spacegroup object (225),0.00,0.00,3.04,0.00,1.11,-,Yes,Rb3TiF7,Partial
41,488,Cs3TiF7,Cs3TiF6,0.80,237.76,4.66,46.24,36.97,149.64,1.0,42516.68,43957.54,24641.48,24641.45,24641.48,4.39,mp-12244,mp-1112963,Spacegroup object (127),Spacegroup object (225),0.00,0.00,2.99,0.00,-,-,Yes,Cs3TiF7,Partial
42,517,Sb2XeF16,Sb2XeF13,4.96,112.66,16.63,118.45,587.55,1959.47,3.0,351.14,383.14,238.35,238.23,79.45,1.90,mp-1195711,mp-1203999,Spacegroup object (2),Spacegroup object (2),0.00,0.03,1.65,0.00,-,-,Yes,Sb2XeF16,Partial
43,543,LiCu2F6,LiCu2F5,3.84,98.95,-1.10,108.06,414.48,1725.20,1.0,6.34,6.69,1.57,1.53,1.57,0.20,mp-758265,mp-752721,Spacegroup object (136),Spacegroup object (63),0.00,0.04,0.00,0.00,0.54,0.54,Yes,LiCu2F6,Partial
44,549,CsCu2F6,CsCu2F5,4.11,137.87,5.81,71.66,294.50,1326.48,1.0,21964.75,23140.15,8214.55,8214.51,8214.55,3.91,mp-14581,mp-572903,Spacegroup object (227),Spacegroup object (14),0.00,0.00,0.00,0.00,1.04,-,Yes,CsCu2F6,Partial
45,563,CsReF8,CsReF6,3.79,85.34,9.70,113.78,431.06,1975.78,2.0,18890.86,20548.01,8899.48,8899.40,4449.74,3.65,mp-29842,mp-9632,Spacegroup object (129),Spacegroup object (148),0.00,0.00,1.72,0.00,-,-,Yes,CsReF8,Partial
46,565,Rb2CuF6,Rb2CuF4,4.41,80.47,31.23,153.82,679.05,2441.49,2.0,7604.95,8535.42,2650.11,2650.04,1325.06,3.12,mp-1206438,mp-1025177,Spacegroup object (225),Spacegroup object (139),0.00,0.00,0.00,0.00,0.61,-,Yes,Rb2CuF6,Partial
47,568,NbOF3,Nb2O2F3,2.03,49.46,56.88,242.33,492.10,1827.44,1.5,41.81,50.06,6.94,13.76,4.62,0.67,mp-760762,mp-1103656,Spacegroup object (19),Spacegroup object (15),0.00,0.00,3.39,0.00,1.51,-,Yes,NbOF3,Partial
48,569,KAgF4,KAgF3,4.27,107.69,26.66,120.21,513.03,1763.75,1.0,255.01,278.57,56.86,56.82,56.86,1.75,mp-7387,mp-1205357,Spacegroup object (140),Spacegroup object (62),0.00,0.00,1.74,0.00,2.32,-,Yes,KAgF4,Partial
49,598,NaVF6,NaVF4,3.64,57.76,38.12,285.24,1039.56,2808.00,2.0,100.80,125.84,18.94,18.87,9.47,0.98,mp-1120731,mp-17999,Spacegroup object (62),Spacegroup object (14),0.00,0.00,3.25,0.00,-,-,Yes,NaVF6,Partial
50,498,K2TiF6,K2TiF5,0.94,139.97,8.26,111.65,105.31,299.90,1.0,7.43,7.90,1.78,1.75,1.78,0.25,mp-3970,mp-1197140,Spacegroup object (164),Spacegroup object (62),0.00,0.02,4.73,0.00,1.97,-,Yes,K2TiF6,Partial
51,432,KVOF4,KVOF3,3.19,111.69,17.46,147.23,470.09,1272.24,1.0,106.05,118.17,19.30,19.27,19.30,1.29,mp-558666,mp-1192089,Spacegroup object (14),Spacegroup object (12),0.00,0.00,3.67,0.02,-,1.12,Yes,KVOF4,Partial
52,516,Sb2XeF16,Sb2XeF15,4.71,337.98,8.75,39.48,185.79,619.63,1.0,351.14,361.19,238.35,238.31,238.35,2.38,mp-1195711,mp-1195732,Spacegroup object (2),Spacegroup object (15),0.00,0.02,1.65,0.02,-,-,Yes,Sb2XeF16,Partial
53,122,CeAsO4F,CeAsO4,2.37,106.57,26.77,89.93,212.95,988.88,1.0,2.64,2.68,0.79,0.75,0.79,-0.10,mp-1193745,mp-10772,Spacegroup object (62),Spacegroup object (14),0.00,0.02,1.50,0.04,0.95,-,Yes,CeAsO4F,Complete
54,447,MnZnF6,MnZnF5,4.13,107.07,12.41,114.37,472.06,1715.60,1.0,2.12,2.13,0.50,0.46,0.50,-0.30,mp-1386276,mp-1394801,Spacegroup object (148),Spacegroup object (15),0.00,0.03,2.35,0.04,-,-,Yes,MnZnF6,Partial
55,116,TiPO4F,TiPO4,1.44,88.19,25.92,165.61,238.01,725.30,1.0,4.18,4.47,0.68,0.64,0.68,-0.17,mp-1541018,mp-5839,Spacegroup object (15),Spacegroup object (63),0.00,0.07,2.47,0.06,-,-,Yes,TiPO4F,Complete
56,595,RbCrF6,RbCrF5,4.94,133.39,14.32,106.59,526.31,1647.50,1.0,5271.21,5701.86,1325.47,1325.43,1325.47,3.12,mp-554311,mp-559677,Spacegroup object (148),Spacegroup object (26),0.00,0.00,1.42,0.18,3.35,-,Yes,RbCrF6,Partial
57,579,Cs2AgF6,Cs2AgF4,4.57,99.19,26.36,109.92,502.15,2049.76,2.0,33800.64,36656.58,16483.54,16483.47,8241.77,3.92,mp-1206546,mp-510565,Spacegroup object (225),Spacegroup object (64),0.00,0.00,0.00,0.19,-,-,Yes,Cs2AgF6,Partial
58,600,Na2TiF6,Na2TiF5,1.05,131.42,18.93,128.95,135.16,354.95,1.0,4.40,4.64,0.91,0.88,0.91,-0.04,mp-556024,mp-1120794,Spacegroup object (150),Spacegroup object (14),0.00,0.00,4.18,0.19,-,-,Yes,Na2TiF6,Partial
59,532,TiH8(NF3)2,TiH8N2F5,1.15,153.86,9.13,135.41,156.26,333.82,1.0,3.99,4.20,0.79,0.75,0.79,-0.10,mp-1189965,mp-24653,Spacegroup object (164),Spacegroup object (62),0.00,0.03,4.78,0.22,-,-,Yes,TiH8(NF3)2,Partial
60,497,CaTiF6,CaTiF5,1.36,145.32,34.48,132.72,180.17,415.75,1.0,4.29,4.53,0.87,0.83,0.87,-0.06,mp-27315,mp-8395,Spacegroup object (225),Spacegroup object (15),0.00,0.01,4.62,0.25,1.42,-,Yes,CaTiF6,Partial
61,435,LiVF4,Li2V2F7,1.46,172.17,20.05,100.10,146.13,377.35,0.5,144.74,155.64,19.38,38.72,38.75,1.59,mp-755801,mp-760262,Spacegroup object (15),Spacegroup object (14),0.00,0.05,2.12,0.26,0.99,-,Yes,LiVF4,Partial
62,520,MgTiF6,MgTiF5,1.18,108.65,18.13,143.97,169.26,481.58,1.0,4.46,4.74,0.83,0.79,0.83,-0.08,mp-1399447,mp-1443056,Spacegroup object (148),Spacegroup object (15),0.00,0.07,4.63,0.27,-,-,Yes,MgTiF6,Partial
63,442,LiFeF6,LiFeF5,5.60,97.91,11.36,151.61,848.40,2543.62,1.0,4.71,5.03,0.83,0.79,0.83,-0.08,mp-1222351,mp-755653,Spacegroup object (102),Spacegroup object (15),0.00,0.01,1.26,0.29,-,-,Yes,LiFeF6,Partial
64,458,SbH7F12,SbH7F11,1.70,231.60,8.48,75.12,128.04,327.55,1.0,3.29,3.36,1.17,1.13,1.17,0.07,mp-1219573,mp-676763,Spacegroup object (5),Spacegroup object (1),0.00,0.05,5.00,0.40,-,-,Yes,SbH7F12,Partial
65,472,Li2AgF6,Li2AgF5,5.16,106.56,6.20,113.69,586.62,2154.99,1.0,244.28,265.52,57.59,57.55,57.59,1.76,mp-765413,mp-760778,Spacegroup object (136),Spacegroup object (15),0.00,0.04,0.00,0.41,0.27,-,Yes,Li2AgF6,Partial
66,6,Pt(OF3)2,PtO2,4.60,21.83,290.79,471.48,2168.93,9377.94,6.0,15901.48,23882.65,5423.57,5423.34,903.93,2.96,mp-541474,mp-1285,Spacegroup object (206),Spacegroup object (58),0.00,0.00,0.00,0.65,-,-,Yes,Pt(OF3)2,Complete
67,433,OsOF5,OsOF4,3.49,113.25,20.95,88.98,310.70,1372.22,1.0,7578.99,8089.05,2282.95,2282.92,2282.95,3.36,mp-504576,mp-561449,Spacegroup object (62),Spacegroup object (14),0.00,0.01,0.78,0.68,-,-,Yes,OsOF5,Partial
68,591,LiMnF4,Li2Mn2F7,3.02,140.03,-0.66,97.20,293.65,960.22,0.5,6.04,6.33,0.83,1.63,1.66,0.22,mp-558059,mp-759600,Spacegroup object (14),Spacegroup object (14),0.00,0.05,1.54,0.86,2.29,-,Yes,LiMnF4,Partial
69,465,CaPdF6,CaPdF4,3.91,61.39,45.13,205.78,804.34,2833.65,2.0,20223.97,23677.45,5268.11,5268.03,2634.06,3.42,mp-7922,mp-8161,Spacegroup object (148),Spacegroup object (140),0.00,0.00,2.11,0.91,0.87,0.87,Yes,CaPdF6,Partial
70,505,RbSnF3,Rb16Sn16F47,0.02,1776.24,7.80,6.41,0.11,0.44,0.1,5081.25,5104.45,1327.09,21233.33,21233.37,4.33,mp-1198796,mp-530885,Spacegroup object (14),Spacegroup object (1),0.00,0.02,3.69,0.91,-,-,Yes,RbSnF3,Partial
71,457,Rb2MnF6,Rb2MnF5,3.54,165.03,2.24,78.86,279.03,954.21,1.0,7796.74,8258.26,2649.83,2649.79,2649.83,3.42,mp-558111,mp-555014,Spacegroup object (225),Spacegroup object (123),0.00,0.00,3.30,0.96,0.30,0.30,Yes,Rb2MnF6,Partial
72,479,CaMnF6,CaMnF5,4.15,126.75,19.43,128.23,532.24,1457.32,1.0,2.01,2.01,0.42,0.38,0.42,-0.38,mp-1387972,mp-557426,Spacegroup object (148),Spacegroup object (15),0.00,0.00,3.21,1.00,-,-,Yes,CaMnF6,Partial
73,29,NbCl4F,NbCl4,2.09,175.96,16.71,105.64,221.09,529.38,1.0,27.07,29.10,6.87,6.83,6.87,0.84,mp-707060,mp-31040,Spacegroup object (2),Spacegroup object (12),0.00,0.00,2.51,1.08,-,-,Yes,NbCl4F,Complete
74,539,LiAgF6,LiAgF4,5.77,51.09,27.93,234.28,1351.05,5023.67,2.0,249.16,298.38,57.01,56.93,28.50,1.45,mp-859118,mp-765559,Spacegroup object (206),Spacegroup object (15),0.00,0.00,0.46,1.13,-,1.39,Yes,LiAgF6,Partial
75,536,Na2PdF6,Na2PdF4,3.65,66.95,32.36,201.22,734.49,2426.45,2.0,19776.11,23065.85,5268.16,5268.08,2634.08,3.42,mp-1210356,mp-3622,Spacegroup object (150),Spacegroup object (14),0.00,0.00,2.09,1.14,-,0.66,Yes,Na2PdF6,Partial
76,81,TaCl4F,TaCl4,1.52,185.77,24.26,78.42,119.05,363.67,1.0,162.16,171.59,55.42,55.38,55.42,1.74,mp-27854,mp-29465,Spacegroup object (82),Spacegroup object (12),0.00,0.03,3.09,1.22,-,-,Yes,TaCl4F,Complete
77,425,Cs2MnF6,Cs2MnF5,3.50,191.50,4.84,61.65,215.56,812.58,1.0,37786.88,39513.56,16427.44,16427.40,16427.44,4.22,mp-557912,mp-555223,Spacegroup object (225),Spacegroup object (123),0.00,0.00,3.38,1.32,-,2.73,Yes,Cs2MnF6,Partial
78,601,CaCoF6,CaCoF5,4.94,128.25,24.74,125.83,621.69,1714.54,1.0,10.58,11.42,2.25,2.22,2.25,0.35,mp-1398496,mp-1398579,Spacegroup object (148),Spacegroup object (15),0.00,0.05,1.33,1.36,-,-,Yes,CaCoF6,Partial
79,272,Na3MoO4F,Na3MoO4,0.77,140.59,6.96,108.11,83.23,243.70,1.0,16.55,17.76,4.10,4.07,4.10,0.61,mp-1194849,mp-1210288,Spacegroup object (62),Spacegroup object (31),0.00,0.02,4.54,1.37,1.05,-,Yes,Na3MoO4F,Complete
80,129,VPO4F,VPO4,3.15,85.84,26.68,162.52,512.32,1634.35,1.0,113.85,128.42,18.78,18.74,18.78,1.27,mp-1104878,mp-18835,Spacegroup object (15),Spacegroup object (63),0.00,0.00,1.56,1.42,-,-,Yes,VPO4F,Complete
81,158,IO2F,IO2,3.42,64.77,22.12,150.65,514.51,2346.71,1.0,25.21,27.98,4.48,4.45,4.48,0.65,mp-29946,mp-23170,Spacegroup object (19),Spacegroup object (14),0.00,0.01,2.90,1.46,1.70,-,Yes,IO2F,Complete
82,656,Ba2Mn2F11,BaMnF5,5.40,243.38,14.13,45.16,243.75,987.04,1.0,1.16,1.14,0.69,0.33,0.69,-0.16,mp-1049304,mp-540958,Spacegroup object (145),Spacegroup object (19),0.01,0.00,1.67,1.50,-,-,Yes,Ba2Mn2F11,Partial
83,167,LuSeO3F,LuSeO3,1.41,96.79,27.70,83.51,118.07,650.03,1.0,355.97,378.24,114.24,114.20,114.24,2.06,mp-1095437,mp-768293,Spacegroup object (11),Spacegroup object (14),0.00,0.04,3.87,1.50,0.30,-,Yes,LuSeO3F,Complete
84,608,VOF3,VOF2,3.74,76.60,45.04,216.25,808.41,2171.85,1.0,151.38,178.42,18.76,18.72,18.76,1.27,mp-556026,mp-781604,Spacegroup object (14),Spacegroup object (1),0.00,0.00,3.66,1.51,2.02,-,Yes,VOF3,Partial
85,503,ZnCoF6,ZnCoF5,5.22,108.86,20.69,112.45,587.01,2134.15,1.0,9.77,10.44,2.33,2.29,2.33,0.37,mp-1392030,mvc-14327,Spacegroup object (148),Spacegroup object (9),0.00,0.03,0.67,1.58,-,-,Yes,ZnCoF6,Partial
86,537,ZnNiF6,ZnNiF5,5.35,101.10,18.11,112.57,602.16,2354.78,1.0,5.09,5.36,1.21,1.17,1.21,0.08,mp-1391273,mp-1343278,Spacegroup object (148),Spacegroup object (14),0.00,0.02,1.61,1.61,-,-,Yes,ZnNiF6,Partial
87,155,TmSeO3F,TmSeO3,1.62,80.84,4.85,85.11,138.07,893.12,1.0,1614.97,1718.53,508.54,508.50,508.54,2.71,mp-557457,mp-768396,Spacegroup object (14),Spacegroup object (14),0.00,0.02,4.30,1.67,4.26,-,Yes,TmSeO3F,Complete
88,437,AgAsF7,AgAsF6,4.52,141.93,-5.99,84.87,383.68,1417.48,1.0,179.09,190.43,56.55,56.51,56.55,1.75,mp-4807,mp-37153,Spacegroup object (62),Spacegroup object (225),0.00,0.00,0.00,1.68,-,1.20,Yes,AgAsF7,Partial
89,581,K2ReF8,K2ReF6,3.01,84.90,16.95,128.73,387.95,1579.68,2.0,1649.72,1815.18,686.93,686.85,343.46,2.54,mp-27595,mp-7824,Spacegroup object (62),Spacegroup object (164),0.00,0.00,1.00,1.70,-,1.36,Yes,K2ReF8,Partial
90,427,MgMnF6,MgMnF5,4.06,104.69,13.67,138.70,563.17,1726.12,1.0,1.99,1.99,0.39,0.35,0.39,-0.41,mp-1391800,mp-1829192,Spacegroup object (148),Spacegroup object (2),0.00,0.03,2.80,1.76,-,-,Yes,MgMnF6,Partial
91,586,Cd(AuF6)2,Cd(AuF4)2,4.96,59.02,29.13,145.99,724.39,3741.24,4.0,24034.28,26808.41,17648.97,17648.82,4412.24,3.64,mp-557715,mp-29169,Spacegroup object (15),Spacegroup object (124),0.00,0.00,1.83,1.78,-,3.81,Yes,Cd(AuF6)2,Partial
92,551,LiVF6,LiVF5,3.81,115.80,24.73,155.94,594.01,1464.04,1.0,113.18,127.00,19.45,19.42,19.45,1.29,mp-753571,mp-760803,Spacegroup object (225),Spacegroup object (62),0.00,0.00,3.08,1.81,0.55,0.55,Yes,LiVF6,Partial
93,281,YSeO3F,YSeO3,1.48,104.08,29.57,114.12,168.83,632.62,1.0,19.12,20.63,4.49,4.45,4.49,0.65,mp-1101793,mp-769404,Spacegroup object (11),Spacegroup object (14),0.00,0.00,3.88,1.81,1.06,-,Yes,YSeO3F,Complete
94,576,Li2MnF6,Li2MnF5,4.04,98.95,10.12,146.61,592.94,1819.07,1.0,8.14,8.85,1.49,1.45,1.49,0.17,mp-752936,mp-556229,Spacegroup object (150),Spacegroup object (15),0.00,0.00,2.98,1.84,-,-,Yes,Li2MnF6,Partial
95,530,K2PdF6,K2PdF4,3.60,73.50,12.95,179.51,645.55,2177.46,2.0,17645.36,20217.75,5269.03,5268.95,2634.51,3.42,mp-7979,mp-28163,Spacegroup object (164),Spacegroup object (12),0.00,0.00,2.04,1.87,0.75,0.75,Yes,K2PdF6,Partial
96,559,MgCoF6,MgCoF5,5.28,106.22,22.14,135.89,717.86,2213.32,1.0,11.25,12.23,2.22,2.18,2.22,0.35,mp-1443950,mp-1385961,Spacegroup object (148),Spacegroup object (15),0.00,0.02,1.16,1.91,-,-,Yes,MgCoF6,Partial
97,501,BaFeF5,Ba7Fe7F34,2.67,786.59,1.65,13.29,35.44,150.90,0.1,0.87,0.86,0.25,1.71,1.75,0.24,mp-14999,mp-1214486,Spacegroup object (14),Spacegroup object (12),0.00,0.00,3.71,1.92,-,-,Yes,BaFeF5,Partial
